# Generated by scripts/build-icon-map.ts — do not edit.
# kind	match	key	source	variant	licence	brand_hex	dark_ink
domain	dupont.com	dupont	thesvg	color	CC0-1.0	#002F6C	
domain	dw.com	deutschewelle	thesvg	color	CC0-1.0	#05B2FC	
domain	dwavesys.com	dwavesystems	thesvg	color	CC0-1.0	#008CD7	
domain	dyn.com	dyndns	gilbarbara	color	CC0-1.0		
domain	dynatrace.com	dynatrace	gilbarbara	color	CC0-1.0		
domain	e.foundation	e	thesvg	color	CC0-1.0	#000000	1
domain	e.leclerc	edotleclerc	thesvg	color	CC0-1.0	#0066CC	
domain	ea.com	ea	thesvg	color	CC0-1.0	#000000	1
domain	eagle.cool	eagle	thesvg	color	CC0-1.0	#0072EF	
domain	easyeda.com	easyeda	thesvg	color	CC0-1.0	#1765F6	
domain	easyjet.com	easyjet	thesvg	color	CC0-1.0	#FF6600	
domain	ebanx.com	ebanx	gilbarbara	color	CC0-1.0		
domain	ebay.co.uk	ebay	thesvg	color	CC0-1.0	#E53238	
domain	ebay.com	ebay	thesvg	color	CC0-1.0	#E53238	
domain	ebay.de	ebay	thesvg	color	CC0-1.0	#E53238	
domain	ebox.ca	ebox	thesvg	color	CC0-1.0	#BE2323	
domain	eclipse.org	eclipse	gilbarbara	color	CC0-1.0		
domain	ecma-international.org	ecma	gilbarbara	color	CC0-1.0		
domain	economist.com	theeconomist	thesvg	color	CC0-1.0	#E3120B	
domain	ecosia.org	ecosia	thesvg	color	CC0-1.0	#008009	
domain	ecovacs.com	ecovacs	thesvg	color	CC0-1.0	#1E384B	1
domain	edeka.de	edeka	thesvg	color	CC0-1.0	#1B66B3	
domain	edg.io	edgio	gilbarbara	color	CC0-1.0		
domain	edgedb.com	edgedb	gilbarbara	color	CC0-1.0		1
domain	edgeimpulse.com	edgeimpulse	thesvg	color	CC0-1.0	#3B47C2	1
domain	edgewall.org	trac	gilbarbara	color	CC0-1.0		1
domain	editorconfig.org	editorconfig	gilbarbara	color	CC0-1.0		
domain	educative.io	educative	thesvg	color	CC0-1.0	#4951F5	
domain	edx.org	edx	thesvg	color	CC0-1.0	#02262B	1
domain	eff.org	certbot	gilbarbara	color	CC0-1.0		
domain	effect.website	effect	gilbarbara	color	CC0-1.0		1
domain	egghead.io	egghead	gilbarbara	color	CC0-1.0		
domain	egnyte.com	egnyte	thesvg	color	CC0-1.0	#00968F	
domain	eightsleep.com	eightsleep	thesvg	color	CC0-1.0	#262729	1
domain	elastic.co	elastic	thesvg	color	CC0-1.0	#005571	1
domain	elasticpath.com	elasticpath	gilbarbara	color	CC0-1.0		1
domain	elavon.com	elavon	thesvg	color	CC0-1.0	#0C2074	1
domain	electron.build	electronbuilder	thesvg	color	CC0-1.0	#000000	1
domain	elegoo.com	elegoo	thesvg	color	CC0-1.0	#2C3A83	1
domain	eleme.io	element	gilbarbara	color	CC0-1.0		
domain	elemental-ui.com	elementalui	gilbarbara	color	CC0-1.0		
domain	elementary.io	elementary	gilbarbara	color	CC0-1.0		1
domain	elementor.com	elementor	thesvg	color	CC0-1.0	#92003B	
domain	elevenlabs.io	elevenlabs	thesvg	color	CC0-1.0	#fff	1
domain	elgato.com	elgato	thesvg	color	CC0-1.0	#101010	1
domain	ello.co	ello	gilbarbara	color	CC0-1.0		1
domain	elm-lang.org	elm	gilbarbara	color	CC0-1.0		
domain	elysiajs.com	elysiajs	thesvg	color	MIT	#000000	
domain	embarcadero.com	embarcadero	thesvg	color	CC0-1.0	#ED1F35	
domain	embed.ly	embedly	gilbarbara	color	CC0-1.0		
domain	emberjs.com	ember	gilbarbara	color	CC0-1.0		
domain	emby.media	emby	thesvg	color	CC0-1.0	#52B54B	
domain	emirates.com	emirates	thesvg	color	CC0-1.0	#D71921	
domain	emlakjet.com	emlakjet	thesvg	color	CC0-1.0	#0AE524	
domain	emmet.io	emmet	gilbarbara	color	CC0-1.0		
domain	enactjs.com	enact	gilbarbara	color	CC0-1.0		
domain	encore.dev	encore	thesvg	color	brand-use	#D6336C	
domain	engineyard.com	engineyard	gilbarbara	color	CC0-1.0		
domain	enpass.io	enpass	thesvg	color	CC0-1.0	#0D47A1	1
domain	ens.domains	ens	thesvg	color	CC0-1.0	#0080BC	
domain	ente.io	ente	thesvg	color	CC0-1.0	#00BC45	
domain	enterprisedb.com	enterprisedb	thesvg	color	CC0-1.0	#FF3E00	
domain	envato.com	envato	gilbarbara	color	CC0-1.0		
domain	envoyer.io	envoyer	gilbarbara	color	CC0-1.0		
domain	envoyproxy.io	envoy	gilbarbara	color	CC0-1.0		
domain	epicgames.com	epicgames	thesvg	color+theme	CC0-1.0	#313131	
domain	eps.rs	eps	thesvg	color	Trademark	#083F88	
domain	epsagon.com	epsagon	thesvg	color	brand-use	#0000F3	
domain	epson.com	epson	thesvg	color	CC0-1.0	#003399	1
domain	equinix.com	equinixmetal	thesvg	color	CC0-1.0	#ED2224	
domain	eraser.io	eraser	gilbarbara	color	CC0-1.0		
domain	ericsson.com	ericsson	thesvg	color	CC0-1.0	#0082F0	
domain	erlang.org	erlang	gilbarbara	color	CC0-1.0		
domain	esa.int	europeanspaceagency	thesvg	color	CC0-1.0	#003247	1
domain	esbuild.github.io	esbuild	gilbarbara	color	CC0-1.0		
domain	esdoc.org	esdoc	gilbarbara	color	CC0-1.0		
domain	esea.net	esea	thesvg	color	CC0-1.0	#0E9648	
domain	eshop-os.com	eshopos	thesvg	color	CC0-1.0	#10B981	
domain	eslgaming.com	eslgaming	thesvg	color	CC0-1.0	#FFFF09	
domain	eslint.org	eslint	gilbarbara	color	CC0-1.0		
domain	esotericsoftware.com	esotericsoftware	thesvg	color	CC0-1.0	#3FA9F5	
domain	esphome.io	esphome	thesvg	color	CC0-1.0	#000000	1
domain	espn.com	espn	thesvg	color	Fair Use	#FF0033	
domain	espressif.com	espressif	thesvg	color	CC0-1.0	#E7352C	
domain	esri.com	esri	thesvg	color	CC0-1.0	#000000	1
domain	essential.ai	essentialai	thesvg	color	MIT	#111322	1
domain	eta-lang.org	etalang	gilbarbara	color	CC0-1.0		
domain	ethereum.org	ethereum	gilbarbara	color	CC0-1.0		
domain	ethers.io	ethers	gilbarbara	color	CC0-1.0		1
domain	ethiopianairlines.com	ethiopianairlines	thesvg	color	CC0-1.0	#648B1A	
domain	ethn.io	ethnio	gilbarbara	color	CC0-1.0		
domain	ethz.ch	ethzurich	thesvg	color	CC0-1.0	#1F407A	1
domain	etihad.com	etihad	thesvg	color	CC0-1.0	#C49757	
domain	etisalat.ae	etisalat	thesvg	color	CC0-1.0	#008080	
domain	etsy.com	etsy	thesvg	color	CC0-1.0	#F16521	
domain	europeanpaymentscouncil.eu	sepa	thesvg	color	CC0-1.0	#2350A9	1
domain	eventbrite.com	eventbrite	gilbarbara	color	CC0-1.0		
domain	eventsentry.com	eventsentry	gilbarbara	color	CC0-1.0		
domain	evernote.com	evernote	thesvg	color	CC0-1.0	#00A82D	
domain	every.org	everydotorg	thesvg	color	CC0-1.0	#2BD7B0	
domain	evoto.ai	evoto	thesvg	color	Trademark	#FFD739	
domain	exa.ai	exa	thesvg	color	MIT	#1f40ed	1
domain	excalidraw.com	excalidraw	thesvg	color	CC0-1.0	#6965DB	
domain	exome.dev	exome	thesvg	color	MIT	#000000	
domain	exordo.com	exordo	thesvg	color	CC0-1.0	#DAA449	
domain	exoscale.com	exoscale	thesvg	color	CC0-1.0	#DA291C	
domain	expensify.com	expensify	thesvg	color	CC0-1.0	#0185FF	
domain	experts-exchange.com	expertsexchange	thesvg	color	CC0-1.0	#00AAE7	
domain	expo.io	expo	gilbarbara	color	CC0-1.0		1
domain	express.com	expressdotcom	thesvg	color	CC0-1.0	#000000	1
domain	expressjs.com	express	gilbarbara	color	CC0-1.0		1
domain	expressvpn.com	expressvpn	thesvg	color	CC0-1.0	#DA3940	
domain	eyeem.com	eyeem	thesvg	color	CC0-1.0	#000000	1
domain	f-droid.org	fdroid	thesvg	color	CC-BY-SA-3.0	#1976D2	
domain	f5.com	f5	thesvg	color	CC0-1.0	#E4002B	
domain	fabbo.ai	fabbo	thesvg	color	MIT	#000000	
domain	fabfile.org	fabric	gilbarbara	color	CC0-1.0		
domain	facebook.com	facebook	gilbarbara	color	CC0-1.0		
domain	facebookarchive.github.io	flux	gilbarbara	color	CC0-1.0		
domain	faceit.com	faceit	thesvg	color	CC0-1.0	#FF5500	
domain	facepunch.com	facepunch	thesvg	color	CC0-1.0	#EC1C24	
domain	fairphone.com	fairphone	thesvg	color	CC0-1.0	#4495D1	
domain	fakerjs.dev	faker	thesvg	color	CC0-1.0	#779B2E	
domain	fal.ai	fal	thesvg	color	MIT	#EC0648	
domain	falco.org	falco	thesvg	color	CC0-1.0	#00AEC7	
domain	falconframework.org	falcon	thesvg	color	CC0-1.0	#F0AD4E	
domain	fampay.in	fampay	thesvg	color	CC0-1.0	#FFAD00	
domain	fandango.com	fandango	thesvg	color	CC0-1.0	#FF7300	
domain	fandomdesignsystem.com	fandom	thesvg	color	CC0-1.0	#FA005A	
domain	fanfou.com	fanfou	thesvg	color	CC0-1.0	#00CCFF	
domain	fanta.com	fanta	thesvg	color	CC0-1.0	#F36F21	
domain	fantom.foundation	fantom	thesvg	color	CC0-1.0	#0928FF	1
domain	farcaster.xyz	farcaster	thesvg	color	CC0-1.0	#855DCD	
domain	fareharbor.com	fareharbor	thesvg	color	CC0-1.0	#0A6ECE	
domain	farfetch.com	farfetch	thesvg	color	CC0-1.0	#000000	1
domain	fastify.io	fastify	gilbarbara	color	CC0-1.0		1
domain	fastlane.tools	fastlane	gilbarbara	color	CC0-1.0		
domain	fastly.com	fastly	gilbarbara	color	CC0-1.0		
domain	fastwork.com	fastwork	thesvg	color	MIT	#0569FF	
domain	fauna.com	fauna	gilbarbara	color	CC0-1.0		1
domain	favro.com	favro	thesvg	color	CC0-1.0	#512DA8	1
domain	fbinfer.com	infer	gilbarbara	color	CC0-1.0		
domain	fcc.gov	fcc	thesvg	color	Custom	#1C3664	1
domain	feast.dev	feast	thesvg	color	Apache-2.0	#0099FF	1
domain	featherless.ai	featherlessdotai	thesvg	color	MIT	#FFE184	
domain	feathersjs.com	feathersjs	gilbarbara	color	CC0-1.0		1
domain	fedex.com	fedex	thesvg	color	CC0-1.0	#4D148C	1
domain	fediverse.info	fediverse	thesvg	color	CC0-1.0	#6639BA	1
domain	fedoraproject.org	epel	thesvg	color	CC0-1.0	#FC0000	
domain	feedly.com	feedly	thesvg	color	CC0-1.0	#2BB24C	
domain	ferrari.com	ferrari	thesvg	color	CC0-1.0	#D40000	
domain	ffmpeg.org	ffmpeg	gilbarbara	color	CC0-1.0		
domain	fgo.ro	fgo	thesvg	color	Trademark	#20A7B3	
domain	fi.money	fi	thesvg	color	CC0-1.0	#00B899	
domain	fidoalliance.org	fidoalliance	thesvg	color	CC0-1.0	#FFBF3B	
domain	fig.io	fig	thesvg	color	CC0-1.0	#000000	1
domain	figma.com	figma	gilbarbara	color	CC0-1.0		
domain	figshare.com	orcid	thesvg	color	CC0-1.0	#A6CE39	
domain	fila.com	fila	thesvg	color	CC0-1.0	#002D62	1
domain	filagram.com	filagram	thesvg	color	MIT	#00f0c0	
domain	filamentphp.com	filament	thesvg	color	CC0-1.0	#FDAE4B	
domain	file.io	filedotio	thesvg	color	CC0-1.0	#3D3C9D	1
domain	fillout.com	fillout	thesvg	color	CC0-1.0	#FFC738	
domain	finecobank.com	fineco	thesvg	color	CC0-1.0	#00549F	1
domain	fing.com	fing	thesvg	color	CC0-1.0	#009AEE	
domain	firebase.com	firebase	gilbarbara	color	CC0-1.0		
domain	firebase.studio	firebasestudio	thesvg	color	MIT	#000000	
domain	firecore.com	infuse	thesvg	color	CC0-1.0	#FF8000	
domain	firecrawl.dev	firecrawl	thesvg	color+theme	MIT	#000000	
domain	firefly-iii.org	fireflyiii	thesvg	color	CC0-1.0	#CD5029	
domain	firefox.com	firefox	gilbarbara	color	CC0-1.0		
domain	fireworks.ai	fireworks	thesvg	color	MIT	#5019C5	1
domain	firstinspires.org	first	thesvg	color	CC0-1.0	#0066B3	
domain	fish.audio	fishaudio	thesvg	color	CC0-1.0	#9B90E8	
domain	fitbit.com	fitbit	thesvg	color	CC0-1.0	#00B0B9	
domain	fite.tv	trillertv	thesvg	color	CC0-1.0	#E61414	
domain	fiveguys.com	fiveguys	thesvg	color	Fair Use	#ED1C24	
domain	fivem.net	fivem	thesvg	color	CC0-1.0	#F40552	
domain	fiverr.com	fiverr	thesvg	color	CC0-1.0	#1DBF73	
domain	fizz.ca	fizz	thesvg	color	CC0-1.0	#00D672	
domain	flagger.app	flagger	thesvg	color	Apache-2.0	#0079C1	
domain	flarum.org	flarum	gilbarbara	color	CC0-1.0		
domain	flashforge.com	flashforge	thesvg	color	CC0-1.0	#000000	1
domain	flathub.org	flathub	thesvg	color	CC0-1.0	#000000	1
domain	flatpak.org	flatpak	thesvg	color	CC-BY-3.0	#4A90D9	
domain	flattr.com	flattr	gilbarbara	color	CC0-1.0		1
domain	fleep.io	fleep	gilbarbara	color	CC0-1.0		
domain	flickr.com	flickr	gilbarbara	color	CC0-1.0		
domain	flightaware.com	flightaware	thesvg	color	CC0-1.0	#19315B	1
domain	flightjs.github.io	flight	gilbarbara	color	CC0-1.0		
domain	flipboard.com	flipboard	thesvg	color	CC0-1.0	#E12828	
domain	flipt.io	flipt	thesvg	color	GPL-3.0	#FF3E00	
domain	floatplane.com	floatplane	thesvg	color	CC0-1.0	#00AEEF	
domain	flood.io	flood	thesvg	color	CC0-1.0	#4285F4	
domain	florafauna.ai	flora	thesvg	color	MIT	#000	1
domain	flowbite.com	flowbite	thesvg	color	MIT	#000000	
domain	flower.ai	flower	thesvg	color	CC0-1.0	#F2B705	
domain	flowith.io	flowith	thesvg	color	MIT	#fff	1
domain	flowlauncher.com	flowlauncher	thesvg	color	MIT	#000000	
domain	flowtype.org	flow	gilbarbara	color	CC0-1.0		
domain	flowxo.com	flowxo	gilbarbara	color	CC0-1.0		
domain	floydhub.com	floydhub	gilbarbara	color	CC0-1.0		
domain	fluentd.org	fluentd	thesvg	color	Apache-2.0	#0E83C8	
domain	fluke.com	fluke	thesvg	color	CC0-1.0	#FFC20E	
domain	flutter.dev	flutter	gilbarbara	color	CC0-1.0		
domain	fluvio.io	fluvio	thesvg	color	Apache-2.0	#2563EB	1
domain	fluxer.app	fluxer	thesvg	color	CC0-1.0	#4641D9	1
domain	fluxxor.com	fluxxor	gilbarbara	color	CC0-1.0		
domain	fly.io	fly	gilbarbara	color	CC0-1.0		
domain	flyasiana.com	asianaairlines	thesvg	color	CC0-1.0	#DC1A1A	
domain	flypgs.com	pegasusairlines	thesvg	color	CC0-1.0	#FDC43E	
domain	fmod.com	fmod	thesvg	color	CC0-1.0	#000000	1
domain	fnac.com	fnac	thesvg	color	CC0-1.0	#E1A925	
domain	fogbugz.com	fogbugz	gilbarbara	color	CC0-1.0		
domain	follow.is	folo	thesvg	color	CC0-1.0	#FF5C00	
domain	fonoma.com	fonoma	thesvg	color	CC0-1.0	#02B78F	
domain	fontawesome.com	fontawesome	gilbarbara	color	CC0-1.0		
domain	fontba.se	fontbase	thesvg	color	CC0-1.0	#3D03A7	1
domain	fontforge.org	fontforge	thesvg	color	CC0-1.0	#F2712B	
domain	foodpanda.com	foodpanda	thesvg	color	CC0-1.0	#D70F64	
domain	ford.com	ford	thesvg	color	CC0-1.0	#00274E	1
domain	forestadmin.com	forest	gilbarbara	color	CC0-1.0		
domain	formance.com	formance	thesvg	color+theme	MIT	#000000	
domain	formatjsononline.com	formatjsononline	thesvg	color	MIT	#28AE60	
domain	formbricks.com	formbricks	thesvg	color	CC0-1.0	#00C4B8	
domain	formik.org	formik	thesvg	color	CC0-1.0	#2563EB	
domain	formkeep.com	formkeep	gilbarbara	color	CC0-1.0		1
domain	formspree.io	formspree	thesvg	color	CC0-1.0	#E5122E	
domain	formstack.com	formstack	thesvg	color	CC0-1.0	#21B573	
domain	formula1.com	f1	thesvg	color	CC0-1.0	#E10600	
domain	fortinet.com	fortinet	thesvg	color	CC0-1.0	#EE3124	
domain	fortnite.com	fortnite	thesvg	color	CC0-1.0	#000000	1
domain	fortran-lang.org	fortran	gilbarbara	color	CC0-1.0		
domain	fossa.com	fossa	thesvg	color	CC0-1.0	#289E6D	
domain	fossil-scm.org	fossilscm	thesvg	color	CC0-1.0	#548294	
domain	foundationdb.org	foundationdb	gilbarbara	color	CC0-1.0		
domain	foundryvtt.com	foundryvirtualtabletop	thesvg	color	CC0-1.0	#FE6A1F	
domain	foursquare.com	foursquare	thesvg	color	CC0-1.0	#3333FF	1
domain	fox.com	fox	thesvg	color	CC0-1.0	#000000	1
domain	foxconn.com	foxconn	thesvg	color	CC0-1.0	#1D2087	
domain	foxnews.com	foxnews	thesvg	color	CC0-1.0	#003366	1
domain	foxtel.com.au	foxtel	thesvg	color	CC0-1.0	#EB5205	
domain	fozzy.com	fozzy	thesvg	color	CC0-1.0	#F15B29	
domain	frame.work	framework	thesvg	color	CC0-1.0	#000000	1
domain	framer.com	framer	gilbarbara	color	CC0-1.0		1
domain	framework7.io	framework7	gilbarbara	color	CC0-1.0		
domain	franprix.fr	franprix	thesvg	color	CC0-1.0	#EC6237	
domain	fraunhofer.de	fraunhofergesellschaft	thesvg	color	CC0-1.0	#179C7D	
domain	freebsd.org	freebsd	gilbarbara	color	CC0-1.0		1
domain	freebsdfoundation.org	bsd	thesvg	color	CC0-1.0	#AB2B28	1
domain	freecad.org	freecad	thesvg	color	CC0-1.0	#418FDE	
domain	freecodecamp.org	freecodecamp	thesvg	color	CC-BY-SA-4.0	#0A0A23	1
domain	freedcamp.com	freedcamp	gilbarbara	color	CC0-1.0		
domain	freedomdefined.org	freedomdefined	gilbarbara	color	CC0-1.0		
domain	freelancer.com	freelancer	thesvg	color	CC0-1.0	#29B2FE	
domain	freelancermap.de	freelancermap	thesvg	color	CC0-1.0	#00CFD6	
domain	freenet.ag	freenet	thesvg	color	CC0-1.0	#84BC34	
domain	fresh.deno.dev	fresh	gilbarbara	color	CC0-1.0		
domain	freshrss.org	freshrss	thesvg	color	CC0-1.0	#0062BE	
domain	friendli.ai	friendli	thesvg	color	MIT	#101723	1
domain	frigate.video	frigate	thesvg	color	CC0-1.0	#000000	1
domain	fritz.com	fritz	thesvg	color	CC0-1.0	#E2001A	
domain	friym.com	friym	thesvg	color	MIT	#217371	
domain	front.com	front	thesvg	color	MIT	#000000	
domain	frontapp.com	frontapp	gilbarbara	color	CC0-1.0		
domain	frontendmentor.io	frontendmentor	thesvg	color	CC0-1.0	#3F54A3	1
domain	frontiersin.org	loop	thesvg	color	CC0-1.0	#F29400	
domain	frontify.com	frontify	thesvg	color	CC0-1.0	#2D3232	1
domain	frype.com	draugiemdotlv	thesvg	color	CC0-1.0	#FF6600	
domain	fsharp.org	fsharp	gilbarbara	color	CC0-1.0		
domain	fubo.tv	fubo	thesvg	color	CC0-1.0	#C83D1E	
domain	fueler.io	fueler	thesvg	color	CC0-1.0	#09C9E3	
domain	fuga.cloud	fugacloud	thesvg	color	CC0-1.0	#242F4B	1
domain	fujifilm.com	fujifilm	thesvg	color	CC0-1.0	#FB0020	
domain	fujitsu.com	fujitsu	thesvg	color	CC0-1.0	#FF0000	
domain	fullstory.com	fullstory	thesvg	color	brand-use	#1F2937	
domain	funimation.com	funimation	thesvg	color	Fair Use	#5B0BB5	1
domain	furaffinity.net	furaffinity	thesvg	color	CC0-1.0	#36566F	1
domain	furrynetwork.com	furrynetwork	thesvg	color	CC0-1.0	#2E75B4	
domain	fusionauth.io	fusionauth	thesvg	color	CC0-1.0	#F58320	
domain	futurelearn.com	futurelearn	thesvg	color	CC0-1.0	#DE00A5	
domain	fylehq.com	fyle	thesvg	color	CC0-1.0	#FF2E63	
domain	g2.com	g2	thesvg	color	CC0-1.0	#FF492C	
domain	g2a.co	g2a	thesvg	color	CC0-1.0	#F05F00	
domain	galaxus.de	galaxus	thesvg	color	CC0-1.0	#000000	1
domain	galliumos.org	galliumos	gilbarbara	color	CC0-1.0		
domain	gameanalytics.com	gameanalytics	gilbarbara	color	CC0-1.0		1
domain	gamedeveloper.com	gamedeveloper	thesvg	color	CC0-1.0	#E60012	
domain	gamejolt.com	gamejolt	thesvg	color	CC0-1.0	#CCFF00	
domain	gameloft.com	gameloft	thesvg	color	CC0-1.0	#000000	1
domain	gamemaker.io	gamemaker	thesvg	color	CC0-1.0	#000000	1
domain	gamesci.cn	gamescience	thesvg	color	CC0-1.0	#000000	1
domain	gandi.net	gandi	thesvg	color	CC0-1.0	#6640FE	
domain	garmin.com	garmin	thesvg	color	CC0-1.0	#000000	1
domain	gatling.io	gatling	thesvg	color	CC0-1.0	#FF9E2A	
domain	gatsbyjs.org	gatsby	gilbarbara	color	CC0-1.0		1
domain	gatus.io	gatus	thesvg	color	Apache-2.0	#41B883	1
domain	gcore.com	gcore	thesvg	color	CC0-1.0	#FF4C00	
domain	ge.com	generalelectric	thesvg	color	CC0-1.0	#0870D8	
domain	geekbot.io	geekbot	gilbarbara	color	CC0-1.0		
domain	geeksforgeeks.org	geeksforgeeks	thesvg	color	CC0-1.0	#2F8D46	
domain	geetest.com	geetest	gilbarbara	color	CC0-1.0		
domain	gemini.google	nanobananagoogle	thesvg	color	MIT	#FCD53F	
domain	generalmills.com	generalmills	thesvg	color	CC0-1.0	#0073D1	
domain	genius.com	genius	thesvg	color	CC0-1.0	#FFFF64	
domain	genstory.app	genstory	thesvg	color	brand-use	#67B7FF	
domain	gentoo.org	gentoo	thesvg	color	CC-BY-SA-2.5	#54487A	1
domain	geocaching.com	geocaching	thesvg	color	CC0-1.0	#00874D	
domain	geopandas.org	geopandas	thesvg	color	CC0-1.0	#139C5A	
domain	getadblock.com	adblock	thesvg	color	CC0-1.0	#F40D12	
domain	getaegis.app	aegisauthenticator	thesvg	color	CC0-1.0	#005E9D	1
domain	getbento.com	bentobox	thesvg	color	CC0-1.0	#F15541	
domain	getbootstrap.com	bootstrap	gilbarbara	color	CC0-1.0		1
domain	getcockpit.com	cockpit	gilbarbara	color	CC0-1.0		
domain	getconvoy.io	convoy	thesvg	color	MPL-2.0	#5C2D91	
domain	getdbt.com	dbt	gilbarbara	color	CC0-1.0		
domain	getdrip.com	drip	gilbarbara	color	CC0-1.0		1
domain	getflywheel.com	flywheel	thesvg	color	Custom	#18C6AD	
domain	getgrav.org	grav	gilbarbara	color	CC0-1.0		1
domain	gethearth.com	hearth	thesvg	color	CC0-1.0	#A33035	1
domain	geticonjar.com	iconjar	thesvg	color	CC0-1.0	#16A5F3	
domain	getkirby.com	kirby	gilbarbara	color	CC0-1.0		1
domain	getmonero.org	monero	gilbarbara	color	CC0-1.0		
domain	getoutline.com	outline	thesvg	color	CC0-1.0	#000000	1
domain	getpelican.com	pelican	thesvg	color	CC-BY-4.0	#14A0C4	
domain	getpepperoni.com	pepperoni	gilbarbara	color	CC0-1.0		
domain	getpocket.com	pocket	thesvg	color	brand-use	#EF4056	
domain	getpostman.com	postman	gilbarbara	color	CC0-1.0		
domain	getsentry.com	sentry	gilbarbara	color	CC0-1.0		1
domain	getsession.org	session	thesvg	color	CC0-1.0	#000000	1
domain	getsharex.com	sharex	thesvg	color	CC0-1.0	#2885F1	
domain	getshogun.com	shogun	gilbarbara	color	CC0-1.0		1
domain	getsol.us	solus	thesvg	color	CC0-1.0	#5294E2	
domain	getuikit.com	uikit	gilbarbara	color	CC0-1.0		
domain	getxray.app	xrayforjira	gilbarbara	color	CC0-1.0		
domain	getyourguide.com	getyourguide	gilbarbara	color	CC0-1.0		
domain	gevernova.com	gevernova	thesvg	color+theme	CC0-1.0	#005E60	
domain	ghost.org	ghost	gilbarbara	color	CC0-1.0		1
domain	ghostery.com	ghostery	thesvg	color	CC0-1.0	#00AEF0	
domain	ghostty.org	ghostty	thesvg	color	CC0-1.0	#3551F3	
domain	giantswarm.io	giantswarm	gilbarbara	color	CC0-1.0		
domain	gimp.org	gimp	thesvg	color	CC-BY-SA-4.0	#8C8073	
domain	giphy.com	giphy	thesvg	color	CC0-1.0	#FF6666	
domain	git-scm.com	git	gilbarbara	color	CC0-1.0		
domain	git-tower.com	tower	thesvg	color	CC0-1.0	#00CAF4	
domain	gitbook.com	gitbook	thesvg	color	CC0-1.0	#BBDDE5	
domain	gitcode.com	gitcode	thesvg	color	CC0-1.0	#DA203E	
domain	gitconnected.com	gitconnected	thesvg	color	CC0-1.0	#2E69AE	
domain	gitee.com	gitee	thesvg	color	CC0-1.0	#C71D23	
domain	github.com	github	gilbarbara	color	CC0-1.0		1
domain	github.io	github	gilbarbara	color	CC0-1.0		1
domain	gitignore.io	gitignoredotio	thesvg	color	CC0-1.0	#204ECF	1
domain	gitkraken.com	gitkraken	gilbarbara	color	CC0-1.0		
domain	gitlab.com	gitlab	gilbarbara	color	CC0-1.0		
domain	gitlab.freedesktop.org	wayland	thesvg	color	MIT	#FFBC00	
domain	gitness.com	gitness	thesvg	color	Apache-2.0	#1E7D34	
domain	gitpod.io	gitpod	thesvg	color	CC0-1.0	#FFAE33	
domain	gitter.im	gitter	gilbarbara	color	CC0-1.0		
domain	gitup.co	gitup	gilbarbara	color	CC0-1.0		
domain	gl-inet.com	gldotinet	thesvg	color	CC0-1.0	#636363	
domain	glama.ai	glama	thesvg	color	MIT	#000	1
domain	glamorous.rocks	glamorous	gilbarbara	color	CC0-1.0		
domain	glassdoor.com	glassdoor	thesvg	color	CC0-1.0	#00A162	
domain	glaxnimate.org	glaxnimate	thesvg	color	GPL-3.0	#3250B0	
domain	gleam.io	gleam	gilbarbara	color	CC0-1.0		
domain	glideapps.com	glide	thesvg	color+theme	CC0-1.0	#18BED4	
domain	glif.app	glif	thesvg	color	MIT	#000	1
domain	glimmerjs.com	glimmerjs	gilbarbara	color	CC0-1.0		
domain	glincker.com	glincker	thesvg	color+theme	MIT	#6366F1	
domain	glintinc.com	glint	gilbarbara	color	CC0-1.0		
domain	glitch.com	glitch	gilbarbara	color	CC0-1.0		
domain	global.abb	abb	thesvg	color	CC0-1.0	#FF000F	
domain	globo.com	globotv	thesvg	color	CC0-1.0	#FFCB05	
domain	globus.de	globus	thesvg	color	CC0-1.0	#CA6201	
domain	glovoapp.com	glovo	thesvg	color	CC0-1.0	#F2CC38	
domain	gm.com	generalmotors	thesvg	color	CC0-1.0	#0170CE	
domain	gmail.com	gmail	thesvg	color	CC0-1.0	#EA4335	
domain	gnome.org	gnome	gilbarbara	color	CC0-1.0		1
domain	gnunet.org	gnunet	gilbarbara	color	CC0-1.0		
domain	gnupg.org	gnupg	gilbarbara	color	CC0-1.0		
domain	go.cd	gocd	gilbarbara	color	CC0-1.0		1
domain	go.dev	gopher	thesvg	color	brand-use	#F6D2A2	
domain	godaddy.com	godaddy	thesvg	color+theme	CC0-1.0	#1BDBDB	
domain	godotengine.org	godotengine	thesvg	color	CC-BY-4.0	#478CBF	
domain	gofiber.io	fiber	thesvg	color	MIT	#00ACD7	1
domain	gofundme.com	gofundme	thesvg	color	CC0-1.0	#00B964	
domain	gohugo.io	hugo	thesvg	color	CC0-1.0	#FF4088	
domain	goil.app	goil	thesvg	color+theme	MIT	#000000	
domain	goindigo.in	indigo	thesvg	color	CC0-1.0	#09009B	1
domain	gojek.com	gojek	thesvg	color	CC0-1.0	#00AA13	
domain	golang.org	go	gilbarbara	color	CC0-1.0		
domain	goldmansachs.com	goldmansachs	thesvg	color	CC0-1.0	#7399C6	
domain	gong.io	gong	thesvg	color	Trademark	#8039E9	
domain	goodreads.com	goodreads	thesvg	color	CC0-1.0	#1E1914	1
domain	google.ca	google	gilbarbara	color	CC0-1.0		
domain	google.co.uk	google	gilbarbara	color	CC0-1.0		
domain	google.com	google	gilbarbara	color	CC0-1.0		
